"","year","month","day","carrier","origin","dest","late"
"24693",2013,11,7,"US","EWR","CLT","on time"
"24694",2013,12,29,"EV","EWR","OMA","early"
"24695",2013,5,30,"EV","LGA","MCI","early"
"24696",2013,12,17,"B6","LGA","TPA","late"
"24697",2013,5,3,"US","LGA","BOS","late"
"24698",2013,8,7,"UA","EWR","SAN","on time"
"24699",2013,4,5,"UA","EWR","TPA","on time"
"24700",2013,2,12,"FL","LGA","ATL","on time"
"24701",2013,7,11,"B6","JFK","BTV","late"
"24702",2013,9,16,"US","LGA","BOS","late"
"24703",2013,1,27,"MQ","LGA","RDU","early"
"24704",2013,10,28,"EV","LGA","CLT","early"
"24705",2013,11,23,"EV","EWR","RIC","late"
"24706",2013,2,14,"MQ","LGA","RDU","on time"
"24707",2013,7,9,"VX","JFK","LAX","early"
"24708",2013,10,5,"DL","LGA","DTW","early"
"24709",2013,5,12,"B6","EWR","PBI","on time"
"24710",2013,4,24,"MQ","LGA","XNA","on time"
"24711",2013,12,14,"EV","EWR","RIC","late"
"24712",2013,4,15,"B6","JFK","ORD","early"
"24713",2013,6,6,"B6","JFK","CHS","early"
"24714",2013,12,13,"B6","JFK","SJU","on time"
"24715",2013,4,3,"UA","EWR","CLE","late"
"24716",2013,3,18,"WN","EWR","MDW","on time"
"24717",2013,11,10,"UA","EWR","MCO","early"
"24718",2013,4,20,"WN","LGA","STL","early"
"24719",2013,5,19,"B6","JFK","RDU","late"
"24720",2013,10,26,"AA","JFK","SJU","early"
"24721",2013,5,1,"B6","JFK","LAX","early"
"24722",2013,1,23,"FL","LGA","ATL","on time"
"24723",2013,4,14,"EV","EWR","RIC","late"
"24724",2013,1,13,"9E","JFK","ORD","late"
"24725",2013,1,3,"DL","LGA","MSP","early"
"24726",2013,1,30,"UA","EWR","PBI","on time"
"24727",2013,8,8,"US","LGA","CLT","late"
"24728",2013,1,23,"UA","EWR","ORD","late"
"24729",2013,7,23,"AA","JFK","BOS","late"
"24730",2013,12,19,"EV","EWR","IND","late"
"24731",2013,1,8,"UA","LGA","DEN","late"
"24732",2013,3,14,"B6","LGA","FLL","late"
"24733",2013,10,8,"B6","LGA","FLL","late"
"24734",2013,6,12,"UA","EWR","PHX","early"
"24735",2013,9,19,"B6","JFK","ROC","early"
"24736",2013,10,22,"AA","JFK","MIA","late"
"24737",2013,3,15,"DL","LGA","ATL","early"
"24738",2013,8,5,"F9","LGA","DEN","late"
"24739",2013,7,11,"DL","LGA","MSY","late"
"24740",2013,6,12,"EV","EWR","PWM","late"
"24741",2013,9,7,"AA","LGA","STL","early"
"24742",2013,10,18,"EV","EWR","BNA","late"
"24743",2013,9,11,"UA","LGA","ORD","late"
"24744",2013,1,12,"EV","EWR","BUF","early"
"24745",2013,10,7,"EV","LGA","MSN","late"
"24746",2013,2,4,"MQ","JFK","IND","early"
"24747",2013,1,19,"MQ","LGA","MSP","late"
"24748",2013,6,12,"EV","EWR","CMH","on time"
"24749",2013,6,1,"DL","LGA","MCO","early"
"24750",2013,4,4,"EV","LGA","IAD","early"
"24751",2013,8,16,"EV","EWR","CVG","late"
"24752",2013,3,19,"UA","EWR","SNA","late"
"24753",2013,2,28,"9E","JFK","BOS","early"
"24754",2013,7,26,"DL","LGA","MIA","early"
"24755",2013,9,30,"US","LGA","DCA","early"
"24756",2013,6,29,"US","LGA","CLT","late"
"24757",2013,6,8,"DL","LGA","ATL","early"
"24758",2013,11,4,"DL","LGA","DTW","late"
"24759",2013,9,30,"B6","JFK","DEN","early"
"24760",2013,10,23,"DL","JFK","MIA","on time"
"24761",2013,12,3,"EV","EWR","MSP","on time"
"24762",2013,5,14,"B6","LGA","FLL","early"
"24763",2013,7,12,"B6","JFK","SJU","late"
"24764",2013,10,1,"UA","EWR","PBI","early"
"24765",2013,10,23,"US","LGA","BOS","early"
"24766",2013,11,22,"AA","LGA","MIA","early"
"24767",2013,1,29,"EV","EWR","OKC","late"
"24768",2013,9,7,"B6","JFK","FLL","on time"
"24769",2013,5,22,"FL","LGA","ATL","early"
"24770",2013,9,13,"EV","EWR","CLT","late"
"24771",2013,2,26,"MQ","LGA","CRW","late"
"24772",2013,10,20,"UA","EWR","PBI","early"
"24773",2013,11,1,"9E","JFK","RDU","late"
"24774",2013,6,24,"B6","JFK","RDU","late"
"24775",2013,1,3,"DL","JFK","ATL","late"
"24776",2013,12,19,"9E","JFK","RDU","early"
"24777",2013,3,11,"US","LGA","BOS","early"
"24778",2013,3,4,"B6","JFK","PWM","late"
"24779",2013,2,7,"B6","JFK","FLL","on time"
"24780",2013,12,28,"DL","JFK","SJU","on time"
"24781",2013,8,29,"DL","JFK","ATL","on time"
"24782",2013,7,4,"B6","JFK","BUF","early"
"24783",2013,7,11,"DL","EWR","MSP","on time"
"24784",2013,2,12,"EV","EWR","RDU","late"
"24785",2013,10,26,"B6","JFK","BUF","early"
"24786",2013,11,20,"DL","JFK","TPA","early"
"24787",2013,10,12,"UA","EWR","MSY","early"
"24788",2013,5,22,"B6","JFK","BOS","late"
"24789",2013,9,8,"DL","LGA","MSP","early"
"24790",2013,9,27,"9E","JFK","DFW","early"
"24791",2013,11,26,"UA","LGA","IAH","on time"
"24792",2013,11,14,"B6","EWR","MCO","early"
"24793",2013,10,2,"US","EWR","CLT","early"
"24794",2013,6,8,"EV","LGA","MCI","early"
"24795",2013,4,5,"AA","EWR","MIA","late"
"24796",2013,5,23,"EV","EWR","MCI","late"
"24797",2013,11,8,"B6","JFK","SFO","late"
"24798",2013,8,26,"9E","JFK","MSP","early"
"24799",2013,5,12,"9E","JFK","BOS","early"
"24800",2013,4,8,"DL","JFK","MCO","early"
"24801",2013,7,17,"US","EWR","PHX","on time"
"24802",2013,4,6,"UA","EWR","PBI","early"
"24803",2013,7,1,"B6","JFK","BOS","late"
"24804",2013,12,26,"AA","LGA","ORD","early"
"24805",2013,10,24,"WN","LGA","BNA","early"
"24806",2013,12,7,"UA","EWR","DEN","late"
"24807",2013,7,9,"MQ","JFK","CMH","late"
"24808",2013,3,26,"EV","EWR","MCI","late"
"24809",2013,2,23,"B6","JFK","AUS","late"
"24810",2013,3,31,"DL","LGA","RSW","early"
"24811",2013,6,27,"DL","JFK","BOS","late"
"24812",2013,7,29,"DL","LGA","DEN","late"
"24813",2013,4,24,"EV","LGA","MEM","early"
"24814",2013,10,30,"MQ","LGA","CLT","late"
"24815",2013,10,1,"US","LGA","CLT","early"
"24816",2013,10,10,"B6","JFK","OAK","early"
"24817",2013,12,11,"B6","JFK","LAX","early"
"24818",2013,12,18,"AA","JFK","LAS","on time"
"24819",2013,12,28,"9E","LGA","IND","early"
"24820",2013,5,17,"MQ","EWR","ORD","on time"
"24821",2013,4,2,"B6","JFK","AUS","late"
"24822",2013,4,28,"UA","LGA","IAH","early"
"24823",2013,1,5,"WN","EWR","PHX","early"
"24824",2013,2,17,"AA","EWR","DFW","early"
"24825",2013,12,23,"MQ","LGA","DTW","late"
"24826",2013,7,22,"EV","EWR","IAD","late"
"24827",2013,8,2,"MQ","LGA","ATL","late"
"24828",2013,3,7,"UA","EWR","PBI","early"
"24829",2013,3,3,"B6","JFK","LGB","on time"
"24830",2013,10,30,"EV","EWR","STL","late"
"24831",2013,4,11,"UA","EWR","BOS","late"
"24832",2013,4,1,"B6","LGA","FLL","on time"
"24833",2013,7,9,"AA","LGA","ORD","early"
"24834",2013,9,17,"MQ","JFK","DCA","on time"
"24835",2013,1,2,"B6","JFK","IAD","early"
"24836",2013,1,17,"B6","JFK","CLT","late"
"24837",2013,7,2,"DL","JFK","LAS","early"
"24838",2013,2,1,"AA","LGA","ORD","early"
"24839",2013,2,22,"AA","EWR","MIA","on time"
"24840",2013,3,20,"EV","EWR","PWM","late"
"24841",2013,1,17,"DL","LGA","MSY","early"
"24842",2013,6,28,"AA","JFK","SFO","late"
"24843",2013,7,11,"EV","LGA","IAD","late"
"24844",2013,3,7,"MQ","JFK","CMH","on time"
"24845",2013,8,25,"WN","LGA","MDW","early"
"24846",2013,6,19,"UA","LGA","ORD","on time"
"24847",2013,8,7,"EV","EWR","GSP","late"
"24848",2013,7,1,"DL","LGA","PBI","late"
"24849",2013,8,15,"MQ","JFK","CMH","early"
"24850",2013,7,8,"DL","JFK","SEA","late"
"24851",2013,4,4,"EV","EWR","SDF","late"
"24852",2013,8,29,"MQ","LGA","CMH","late"
"24853",2013,3,11,"UA","JFK","SFO","early"
"24854",2013,9,21,"B6","JFK","JAX","on time"
"24855",2013,10,17,"EV","LGA","CMH","late"
"24856",2013,5,30,"UA","EWR","LAX","early"
"24857",2013,10,11,"US","LGA","BOS","on time"
"24858",2013,5,13,"UA","EWR","BOS","early"
"24859",2013,12,15,"US","JFK","PHX","early"
"24860",2013,8,20,"AA","LGA","ORD","early"
"24861",2013,3,14,"MQ","LGA","ATL","on time"
"24862",2013,10,29,"MQ","LGA","ATL","on time"
"24863",2013,6,5,"9E","JFK","DCA","early"
"24864",2013,3,18,"EV","EWR","CLT","late"
"24865",2013,7,19,"UA","EWR","ORD","early"
"24866",2013,9,3,"UA","EWR","SEA","early"
"24867",2013,12,1,"EV","EWR","CVG","late"
"24868",2013,8,14,"UA","EWR","IAH","late"
"24869",2013,9,16,"B6","JFK","CLT","early"
"24870",2013,1,9,"B6","JFK","AUS","late"
"24871",2013,11,12,"UA","EWR","SFO","early"
"24872",2013,1,4,"DL","LGA","MSP","early"
"24873",2013,9,30,"B6","JFK","LAX","early"
"24874",2013,11,8,"DL","LGA","MCO","early"
"24875",2013,3,15,"B6","LGA","FLL","early"
"24876",2013,8,25,"B6","JFK","ROC","early"
"24877",2013,12,26,"B6","JFK","PWM","late"
"24878",2013,4,8,"AA","LGA","MIA","early"
"24879",2013,3,16,"MQ","JFK","CVG","late"
"24880",2013,6,26,"EV","LGA","CLT","early"
"24881",2013,10,27,"MQ","LGA","RDU","early"
"24882",2013,11,12,"B6","JFK","SFO","early"
"24883",2013,5,7,"EV","EWR","GRR","on time"
"24884",2013,10,13,"EV","LGA","BGR","early"
"24885",2013,7,27,"AA","LGA","ORD","early"
"24886",2013,3,13,"EV","EWR","PIT","late"
"24887",2013,4,3,"MQ","LGA","CMH","early"
"24888",2013,9,3,"AA","LGA","STL","early"
"24889",2013,4,1,"B6","JFK","LAS","late"
"24890",2013,10,16,"AA","JFK","MIA","early"
"24891",2013,10,25,"AA","LGA","DFW","late"
"24892",2013,7,30,"AA","JFK","LAS","early"
"24893",2013,9,1,"DL","LGA","ATL","late"
"24894",2013,7,25,"AA","JFK","LAX","early"
"24895",2013,3,8,"UA","EWR","IAH","late"
"24896",2013,4,9,"B6","JFK","LAS","early"
"24897",2013,7,21,"UA","EWR","BQN","early"
"24898",2013,3,31,"DL","JFK","SEA","early"
"24899",2013,8,5,"DL","JFK","MCO","early"
"24900",2013,3,29,"B6","JFK","AUS","on time"
"24901",2013,1,13,"UA","EWR","ORD","early"
"24902",2013,5,5,"AA","JFK","LAX","early"
"24903",2013,5,16,"DL","JFK","SFO","on time"
"24904",2013,1,21,"DL","LGA","DTW","early"
"24905",2013,10,3,"DL","LGA","DTW","early"
"24906",2013,9,16,"EV","LGA","BUF","early"
"24907",2013,3,3,"EV","EWR","CVG","late"
"24908",2013,4,15,"EV","EWR","BNA","late"
"24909",2013,9,27,"B6","JFK","SYR","on time"
"24910",2013,12,19,"EV","LGA","CLE","early"
"24911",2013,3,30,"EV","EWR","IND","early"
"24912",2013,11,23,"UA","EWR","ORD","early"
"24913",2013,12,29,"B6","JFK","SFO","early"
"24914",2013,11,28,"AA","JFK","LAX","early"
"24915",2013,11,27,"VX","JFK","LAX","early"
"24916",2013,7,21,"EV","LGA","RDU","late"
"24917",2013,12,16,"EV","EWR","BDL","early"
"24918",2013,7,26,"B6","LGA","MCO","on time"
"24919",2013,7,9,"EV","EWR","STL","late"
"24920",2013,4,10,"EV","EWR","GRR","late"
"24921",2013,9,12,"DL","LGA","MIA","early"
"24922",2013,10,22,"DL","JFK","SAT","early"
"24923",2013,9,26,"UA","EWR","LAX","on time"
"24924",2013,3,7,"UA","EWR","SNA","early"
"24925",2013,3,21,"MQ","JFK","RDU","late"
"24926",2013,7,14,"MQ","JFK","BWI","early"
"24927",2013,2,1,"B6","JFK","MCO","late"
"24928",2013,11,25,"EV","LGA","SRQ","early"
"24929",2013,2,11,"B6","EWR","TPA","late"
"24930",2013,9,20,"UA","EWR","MIA","early"
"24931",2013,5,21,"EV","EWR","CLT","late"
"24932",2013,6,30,"AA","JFK","SFO","early"
"24933",2013,6,28,"B6","LGA","PBI","early"
"24934",2013,3,29,"AA","JFK","EGE","late"
"24935",2013,4,10,"US","LGA","BOS","late"
"24936",2013,8,31,"US","LGA","CLT","early"
"24937",2013,8,6,"AA","JFK","MIA","early"
"24938",2013,7,17,"DL","LGA","FLL","late"
"24939",2013,12,1,"DL","LGA","MSP","early"
"24940",2013,3,28,"EV","EWR","CHS","late"
"24941",2013,8,8,"UA","LGA","IAH","early"
"24942",2013,12,29,"US","LGA","DCA","on time"
"24943",2013,5,15,"UA","LGA","ORD","late"
"24944",2013,7,11,"AA","JFK","BOS","early"
"24945",2013,4,11,"UA","EWR","LAX","early"
"24946",2013,12,25,"B6","JFK","MCO","on time"
"24947",2013,6,7,"UA","EWR","ORD","early"
"24948",2013,10,27,"US","LGA","DCA","early"
"24949",2013,10,9,"B6","LGA","RSW","late"
"24950",2013,2,10,"B6","JFK","RSW","on time"
"24951",2013,12,2,"MQ","LGA","CMH","early"
"24952",2013,8,10,"B6","JFK","AUS","late"
"24953",2013,7,10,"US","EWR","CLT","late"
"24954",2013,10,1,"UA","LGA","IAH","early"
"24955",2013,12,4,"EV","EWR","MSP","late"
"24956",2013,8,4,"VX","EWR","SFO","early"
"24957",2013,8,5,"AA","EWR","MIA","early"
"24958",2013,9,20,"DL","JFK","LAX","early"
"24959",2013,10,11,"DL","JFK","FLL","early"
"24960",2013,7,29,"AA","LGA","DFW","on time"
"24961",2013,7,26,"WN","LGA","MDW","early"
"24962",2013,8,28,"UA","EWR","MCO","early"
"24963",2013,1,16,"UA","EWR","PBI","late"
"24964",2013,5,27,"DL","LGA","PBI","early"
"24965",2013,11,22,"UA","LGA","ORD","late"
"24966",2013,6,19,"9E","JFK","CHS","early"
"24967",2013,12,30,"B6","JFK","MSY","late"
"24968",2013,9,12,"UA","EWR","LAX","early"
"24969",2013,11,10,"B6","JFK","SJC","early"
"24970",2013,5,18,"B6","JFK","CLT","early"
"24971",2013,6,13,"UA","LGA","IAH","late"
"24972",2013,11,23,"UA","EWR","TPA","late"
"24973",2013,12,19,"B6","JFK","FLL","late"
"24974",2013,2,22,"UA","LGA","IAH","late"
"24975",2013,3,13,"MQ","LGA","BNA","early"
"24976",2013,10,21,"UA","LGA","ORD","early"
"24977",2013,2,22,"DL","JFK","TPA","early"
"24978",2013,3,14,"B6","LGA","MCO","late"
"24979",2013,5,26,"B6","EWR","BOS","early"
"24980",2013,10,9,"WN","LGA","MDW","late"
"24981",2013,7,19,"MQ","JFK","DCA","late"
"24982",2013,7,2,"DL","LGA","MSP","early"
"24983",2013,7,28,"UA","JFK","LAX","late"
"24984",2013,12,26,"EV","LGA","BTV","late"
"24985",2013,12,30,"EV","EWR","TUL","on time"
"24986",2013,8,22,"UA","EWR","MCO","late"
"24987",2013,9,14,"AA","JFK","STT","early"
"24988",2013,12,18,"AA","EWR","DFW","early"
"24989",2013,6,17,"DL","JFK","ATL","late"
"24990",2013,12,16,"UA","EWR","CLE","early"
"24991",2013,4,8,"DL","LGA","ATL","early"
"24992",2013,8,6,"B6","LGA","FLL","late"
"24993",2013,8,9,"US","LGA","PHL","late"
"24994",2013,9,20,"MQ","JFK","RDU","early"
"24995",2013,4,22,"DL","LGA","MSY","late"
"24996",2013,9,10,"EV","LGA","CLT","late"
"24997",2013,11,21,"DL","JFK","MIA","early"
"24998",2013,7,19,"DL","JFK","SAN","early"
"24999",2013,3,15,"9E","JFK","BOS","early"
"25000",2013,3,8,"DL","LGA","DTW","late"
"25001",2013,1,28,"DL","EWR","ATL","late"
"25002",2013,4,5,"EV","EWR","MSP","on time"
"25003",2013,5,28,"UA","EWR","DEN","early"
"25004",2013,4,26,"US","LGA","DCA","late"
"25005",2013,1,20,"DL","JFK","MCO","early"
"25006",2013,10,31,"B6","JFK","PHX","early"
"25007",2013,6,10,"EV","EWR","GSO","late"
"25008",2013,1,11,"B6","LGA","FLL","early"
"25009",2013,7,1,"AA","JFK","LAX","on time"
"25010",2013,2,3,"UA","EWR","MIA","early"
"25011",2013,10,4,"B6","JFK","FLL","early"
"25012",2013,11,21,"EV","LGA","CHS","early"
"25013",2013,1,15,"US","LGA","BOS","early"
"25014",2013,9,19,"US","EWR","CLT","early"
"25015",2013,3,28,"UA","LGA","IAH","early"
"25016",2013,1,4,"UA","EWR","LAX","early"
"25017",2013,1,18,"B6","JFK","ROC","early"
"25018",2013,11,26,"DL","JFK","SFO","on time"
"25019",2013,1,31,"UA","EWR","DFW","late"
"25020",2013,8,9,"9E","JFK","MSP","on time"
"25021",2013,9,27,"EV","EWR","MEM","on time"
"25022",2013,10,29,"DL","LGA","DTW","early"
"25023",2013,3,31,"US","LGA","DCA","early"
"25024",2013,1,20,"UA","EWR","SFO","late"
"25025",2013,8,20,"EV","EWR","DTW","early"
"25026",2013,12,29,"B6","JFK","ORD","late"
"25027",2013,12,16,"US","LGA","DCA","late"
"25028",2013,1,11,"DL","JFK","LAX","early"
"25029",2013,1,29,"AA","LGA","MIA","early"
"25030",2013,1,8,"US","EWR","CLT","late"
"25031",2013,5,5,"B6","LGA","RSW","late"
"25032",2013,8,22,"EV","EWR","MSY","early"
"25033",2013,1,5,"B6","JFK","RDU","early"
"25034",2013,6,16,"B6","JFK","OAK","on time"
"25035",2013,3,4,"UA","LGA","ORD","late"
"25036",2013,9,2,"EV","EWR","MSY","early"
"25037",2013,12,2,"DL","JFK","MCO","early"
"25038",2013,4,10,"US","LGA","DCA","on time"
"25039",2013,11,9,"B6","EWR","RSW","early"
"25040",2013,8,3,"EV","EWR","CMH","early"
"25041",2013,12,27,"MQ","LGA","STL","early"
"25042",2013,5,9,"B6","LGA","FLL","late"
"25043",2013,11,15,"US","JFK","PHX","on time"
"25044",2013,2,25,"US","LGA","BOS","early"
"25045",2013,4,22,"MQ","LGA","CMH","late"
"25046",2013,5,8,"DL","EWR","ATL","early"
"25047",2013,11,27,"UA","EWR","LAX","on time"
"25048",2013,6,6,"US","LGA","PHL","early"
"25049",2013,8,6,"B6","EWR","PBI","early"
"25050",2013,10,8,"9E","JFK","BUF","early"
"25051",2013,9,25,"B6","JFK","BUF","early"
"25052",2013,2,9,"WN","LGA","MDW","early"
"25053",2013,10,12,"UA","EWR","PBI","early"
"25054",2013,2,10,"EV","EWR","DTW","on time"
"25055",2013,6,18,"B6","JFK","RSW","early"
"25056",2013,9,27,"EV","EWR","MSP","early"
"25057",2013,8,16,"UA","EWR","SEA","early"
"25058",2013,9,8,"B6","JFK","TPA","early"
"25059",2013,11,22,"DL","LGA","MCO","early"
"25060",2013,2,4,"DL","LGA","MEM","on time"
"25061",2013,7,4,"EV","EWR","GSP","early"
"25062",2013,1,20,"9E","JFK","BWI","late"
"25063",2013,10,22,"EV","LGA","RIC","early"
"25064",2013,5,7,"B6","JFK","PHX","early"
"25065",2013,8,11,"9E","JFK","SDF","late"
"25066",2013,10,5,"WN","EWR","STL","late"
"25067",2013,4,18,"EV","EWR","ATL","on time"
"25068",2013,1,23,"EV","EWR","BWI","late"
"25069",2013,1,11,"EV","EWR","STL","late"
"25070",2013,8,8,"UA","EWR","SFO","on time"
"25071",2013,7,25,"DL","JFK","SFO","on time"
"25072",2013,5,29,"UA","LGA","ORD","early"
"25073",2013,10,16,"WN","LGA","DEN","on time"
"25074",2013,2,25,"DL","LGA","ATL","on time"
"25075",2013,2,23,"B6","JFK","LAX","late"
"25076",2013,2,1,"US","JFK","PHX","late"
"25077",2013,7,19,"EV","EWR","ROC","late"
"25078",2013,8,25,"B6","JFK","FLL","on time"
"25079",2013,2,21,"B6","JFK","BTV","late"
"25080",2013,11,28,"MQ","LGA","MSP","early"
"25081",2013,1,9,"AA","JFK","SFO","late"
"25082",2013,10,19,"B6","JFK","BUF","early"
"25083",2013,3,14,"WN","EWR","HOU","late"
"25084",2013,2,17,"DL","JFK","FLL","early"
"25085",2013,3,4,"US","LGA","DCA","late"
"25086",2013,11,1,"B6","LGA","MCO","on time"
"25087",2013,4,4,"DL","JFK","LAS","early"
"25088",2013,7,7,"B6","EWR","SJU","late"
"25089",2013,7,2,"DL","JFK","SLC","late"
"25090",2013,12,6,"WN","LGA","HOU","early"
"25091",2013,9,14,"MQ","LGA","BNA","early"
"25092",2013,9,5,"US","LGA","DCA","early"
"25093",2013,8,23,"WN","LGA","MKE","on time"
"25094",2013,4,8,"FL","LGA","CAK","early"
"25095",2013,7,5,"9E","JFK","PHL","early"
"25096",2013,2,19,"B6","JFK","BTV","late"
"25097",2013,7,7,"DL","JFK","ATL","late"
"25098",2013,2,4,"DL","LGA","DTW","late"
"25099",2013,3,20,"B6","JFK","BUF","on time"
"25100",2013,9,25,"DL","LGA","MCO","on time"
"25101",2013,5,24,"WN","LGA","MDW","late"
"25102",2013,9,15,"AA","LGA","MIA","early"
"25103",2013,6,7,"B6","LGA","PBI","late"
"25104",2013,7,4,"B6","JFK","TPA","late"
"25105",2013,4,24,"UA","LGA","ORD","late"
"25106",2013,10,7,"DL","LGA","DEN","on time"
"25107",2013,12,9,"9E","LGA","RDU","late"
"25108",2013,9,17,"US","LGA","DCA","early"
"25109",2013,10,3,"US","EWR","CLT","early"
"25110",2013,12,30,"B6","EWR","FLL","early"
"25111",2013,10,7,"DL","LGA","ATL","late"
"25112",2013,7,24,"US","LGA","CLT","late"
"25113",2013,11,14,"UA","LGA","CLE","early"
"25114",2013,6,7,"9E","JFK","ORD","late"
"25115",2013,12,3,"UA","EWR","MIA","early"
"25116",2013,6,4,"US","LGA","BOS","late"
"25117",2013,3,13,"F9","LGA","DEN","early"
"25118",2013,5,13,"UA","EWR","PHX","early"
"25119",2013,4,1,"DL","LGA","DEN","late"
"25120",2013,3,19,"AA","LGA","MIA","on time"
"25121",2013,12,7,"AA","LGA","ORD","early"
"25122",2013,6,15,"WN","EWR","HOU","late"
"25123",2013,12,24,"UA","LGA","DEN","early"
"25124",2013,9,28,"B6","JFK","PDX","late"
"25125",2013,10,23,"DL","JFK","ATL","early"
"25126",2013,10,2,"B6","JFK","LAS","early"
"25127",2013,6,12,"US","JFK","CLT","late"
"25128",2013,4,27,"B6","LGA","PBI","early"
"25129",2013,3,21,"9E","JFK","CLE","late"
"25130",2013,10,1,"EV","EWR","BNA","early"
"25131",2013,7,17,"US","LGA","CLT","late"
"25132",2013,6,12,"WN","EWR","MDW","late"
"25133",2013,5,7,"UA","EWR","BOS","late"
"25134",2013,10,20,"9E","JFK","BWI","early"
"25135",2013,1,8,"AA","JFK","ORD","early"
"25136",2013,6,4,"9E","JFK","ORF","early"
"25137",2013,12,27,"AA","LGA","ORD","late"
"25138",2013,2,11,"DL","LGA","ATL","on time"
"25139",2013,12,12,"EV","EWR","IAD","on time"
"25140",2013,10,2,"EV","EWR","CHS","early"
"25141",2013,8,5,"B6","JFK","ROC","early"
"25142",2013,7,15,"B6","JFK","ROC","early"
"25143",2013,9,9,"EV","LGA","BGR","early"
"25144",2013,9,12,"UA","EWR","CLE","late"
"25145",2013,4,18,"AA","JFK","BOS","on time"
"25146",2013,10,8,"WN","LGA","STL","late"
"25147",2013,8,12,"US","JFK","PHX","late"
"25148",2013,9,9,"US","LGA","BOS","on time"
"25149",2013,3,1,"WN","LGA","BNA","early"
"25150",2013,3,26,"UA","EWR","LAX","early"
"25151",2013,11,22,"EV","EWR","SAV","late"
"25152",2013,8,21,"B6","JFK","PBI","late"
"25153",2013,9,23,"9E","LGA","RDU","early"
"25154",2013,4,4,"UA","EWR","LAX","early"
"25155",2013,7,2,"MQ","LGA","ATL","late"
"25156",2013,7,23,"WN","EWR","MDW","early"
"25157",2013,10,2,"AA","JFK","SJU","early"
"25158",2013,2,18,"UA","LGA","ORD","early"
"25159",2013,8,13,"B6","JFK","BUF","late"
"25160",2013,12,16,"DL","LGA","DTW","late"
"25161",2013,9,25,"B6","JFK","SAN","late"
"25162",2013,2,7,"DL","JFK","SLC","early"
"25163",2013,1,29,"AA","JFK","TPA","early"
"25164",2013,10,26,"UA","EWR","SFO","early"
"25165",2013,7,10,"AA","EWR","LAX","late"
"25166",2013,10,13,"DL","LGA","DTW","late"
"25167",2013,10,13,"EV","JFK","IAD","early"
"25168",2013,6,12,"MQ","JFK","PIT","on time"
"25169",2013,3,11,"MQ","JFK","DCA","on time"
"25170",2013,1,13,"VX","JFK","SFO","early"
"25171",2013,10,28,"WN","LGA","MDW","on time"
"25172",2013,10,22,"MQ","LGA","BNA","on time"
"25173",2013,12,2,"EV","LGA","MEM","late"
"25174",2013,9,9,"VX","JFK","SFO","early"
"25175",2013,6,14,"MQ","LGA","DTW","late"
"25176",2013,6,21,"EV","EWR","XNA","early"
"25177",2013,2,2,"EV","EWR","PWM","late"
"25178",2013,5,8,"AA","JFK","LAX","late"
"25179",2013,12,28,"UA","LGA","ORD","early"
"25180",2013,5,28,"B6","JFK","DEN","early"
"25181",2013,6,26,"UA","JFK","SFO","late"
"25182",2013,7,12,"AA","EWR","MIA","early"
"25183",2013,12,22,"MQ","LGA","DTW","early"
"25184",2013,9,28,"9E","JFK","MSY","early"
"25185",2013,7,25,"B6","JFK","LAS","on time"
"25186",2013,12,14,"AA","LGA","DFW","on time"
"25187",2013,12,12,"AA","JFK","AUS","early"
"25188",2013,6,5,"WN","EWR","DEN","on time"
"25189",2013,3,21,"EV","EWR","TYS","early"
"25190",2013,8,7,"AA","JFK","LAX","on time"
"25191",2013,4,24,"UA","EWR","ORD","on time"
"25192",2013,7,24,"UA","EWR","FLL","on time"
"25193",2013,3,6,"UA","LGA","IAH","early"
"25194",2013,9,17,"DL","LGA","MCO","late"
"25195",2013,3,23,"DL","EWR","ATL","late"
"25196",2013,10,30,"EV","EWR","CLT","early"
"25197",2013,4,30,"EV","EWR","DAY","late"
"25198",2013,9,23,"WN","LGA","STL","early"
"25199",2013,8,21,"DL","JFK","SLC","early"
"25200",2013,3,6,"US","LGA","CLT","early"
"25201",2013,9,10,"UA","EWR","SNA","early"
"25202",2013,12,18,"AA","LGA","DFW","early"
"25203",2013,7,5,"WN","LGA","MDW","early"
"25204",2013,5,13,"DL","LGA","TPA","early"
"25205",2013,3,18,"B6","JFK","PWM","late"
"25206",2013,5,15,"VX","EWR","SFO","early"
"25207",2013,7,12,"EV","LGA","IAD","late"
"25208",2013,11,20,"UA","LGA","ORD","early"
"25209",2013,5,29,"EV","EWR","BUF","late"
"25210",2013,6,2,"MQ","EWR","ORD","on time"
"25211",2013,7,18,"EV","EWR","BNA","early"
"25212",2013,5,17,"UA","EWR","CLE","early"
"25213",2013,10,21,"EV","EWR","GSO","on time"
"25214",2013,1,26,"US","LGA","DCA","on time"
"25215",2013,6,2,"AA","JFK","LAX","early"
"25216",2013,8,13,"AA","EWR","MIA","on time"
"25217",2013,9,20,"B6","JFK","BTV","on time"
"25218",2013,4,13,"DL","JFK","ATL","early"
"25219",2013,2,6,"UA","EWR","DEN","late"
"25220",2013,8,24,"B6","JFK","FLL","on time"
"25221",2013,9,29,"WN","LGA","MKE","late"
"25222",2013,9,24,"B6","JFK","PBI","on time"
"25223",2013,1,10,"UA","JFK","SFO","late"
"25224",2013,12,9,"DL","JFK","SAT","on time"
"25225",2013,7,19,"DL","LGA","MSP","late"
"25226",2013,12,24,"EV","LGA","BUF","early"
